QuestFlag,Server,Verified Conquest,Verified Levistras,Quest,Url,Info,Hint,Repeatable
lordtestfactionitempickuptimer,,Verified,Verified,Lord Test,https://acportalstorm.com/wiki/Lord_Test,You have obtained a quest item from lord test. Find/use Amulet of T'thuun; Blood of T'thuun.,Eastwatch - Blighted Verdant Moarsman Tunnels 92.7N 42.3W - Moarsmen Priory - kill Prior Kothmox get staff - The Pit of Heretics 87.9S 55.9W or 87.9S 54.5W - give staff to statue solve riddle click coral - Temple Door 87.9S 55.2W - Moarsman Gateway Temple - kill Blind Keeper then Gate Watcher - loot faction item - return to faction NPC,TRUE
loshoenspackratskilled_1107,,Verified,,Grave Rat Kill Task,https://acportalstorm.com/wiki/Grave_Rat_Kill_Task,Flag to use the bag; upon turning in the kill task. In Graveyard.,Speak with Lo Shoen 65.3S 43.4W - Kill 100 Grave Rats in Graveyard during daytime - Speak with Lo Shoen - Use Lo Shoen's Pack,TRUE
loshoenspacktimer_1107,,Verified,Verified,Grave Rat Kill Task,https://acportalstorm.com/wiki/Grave_Rat_Kill_Task,Flag from using the bag/timer to get cheese again. In Graveyard.,Speak with Lo Shoen 65.3S 43.4W - Kill 100 Grave Rats in Graveyard during daytime - Speak with Lo Shoen - Use Lo Shoen's Pack,TRUE
losthopeinfusion,,,Verified,Sword of Lost Hope Quest,https://acportalstorm.com/wiki/Sword_of_Lost_Hope_Quest,Lost Hope Infusion. Find/use Blood of the Hopeslayer.,Speak with Chosen of Asheron - Sepulcher of the Hopeslayer Portal Gem - Sepulcher of the Hopeslayer 02B0 - unlock middle door - pull lever - proceed west through grated floor - reach shadow-twisted passage - pull final lever - defeat A Shadow of Black Ferah - loot Blood of the Hopeslayer - Speak with Lilly of Glenden Wood,FALSE
lostlorepagecompleted_0712,,Verified,Verified,Lost Lore,https://acportalstorm.com/wiki/Lost_Lore,Player has completed The Lost Lore Quest. See Popkin of the Gate.,Cragstone 26.2N 47.1E - Speak with Popkin of the Gate - Lost Ruins 82.6S 94.8E - Speak with Fanzen San the Translator 39.2S 81.6E - Speak with Popkin of the Gate,FALSE
lostlorestarted_0712,,Verified,Verified,Lost Lore,https://acportalstorm.com/wiki/Lost_Lore,Player has starte The Lost Lore Quest. See Popkin of the Gate.,Cragstone 26.2N 47.1E - Speak with Popkin of the Gate - Lost Ruins 82.6S 94.8E - Speak with Fanzen San the Translator 39.2S 81.6E - Speak with Popkin of the Gate,FALSE
lostmessengergotjournal,,Verified,Verified,Lost Messenger,https://acportalstorm.com/wiki/Lost_Messenger,Player has received Messengers Journal. See Lost Messenger's Corpse.,Speak with Barsinni at Rossu Morta Chapterhouse 69.7N 62.3W - Lost Messenger's Corpse 54.2S 82.9W - Assassins' Hideout 54.5S 80.7W - Speak with Barsinni,FALSE
lostmessengerinterceptedquest_start,,Verified,,Lost Messenger,https://acportalstorm.com/wiki/Lost_Messenger,Player has started Intercepted Note portion of Lost Messenger Quest. See Barsinni.,Speak with Barsinni at Rossu Morta Chapterhouse 69.7N 62.3W - Lost Messenger's Corpse 54.2S 82.9W - Assassins' Hideout 54.5S 80.7W - Speak with Barsinni,FALSE
lostmessengerquest_start,,Verified,Verified,Lost Messenger,https://acportalstorm.com/wiki/Lost_Messenger,Player has started Lost Messenger Quest. See Barsinni; Lost Messenger's Corpse.,Speak with Barsinni at Rossu Morta Chapterhouse 69.7N 62.3W - Lost Messenger's Corpse 54.2S 82.9W - Assassins' Hideout 54.5S 80.7W - Speak with Barsinni,FALSE
lostmessengerquest_wait,,Verified,Verified,Lost Messenger,https://acportalstorm.com/wiki/Lost_Messenger,Player has completed Lost Messenger Quest. See Barsinni.,Speak with Barsinni at Rossu Morta Chapterhouse 69.7N 62.3W - Lost Messenger's Corpse 54.2S 82.9W - Assassins' Hideout 54.5S 80.7W - Speak with Barsinni,TRUE
lostpetcollaracquired0805,,Verified,Verified,Lost Pet,https://acportalstorm.com/wiki/Lost_Pet,Pickup Darling's Collar. In D- Creepy Caverns.,Fort Tethana 1.5N 71.6W - Speak with Xsao Lann - Creepy Canyons 4.6N 89.5W - Kill Darling and loot Darling's Collar - Return to Xsao Lann,TRUE
lostpetportal,,Verified,Verified,Lost Pet,https://acportalstorm.com/wiki/Lost_Pet,Talk to Xsao Lann. In Fort Tethana.,Fort Tethana 1.5N 71.6W - Speak with Xsao Lann - Creepy Canyons 4.6N 89.5W - Kill Darling and loot Darling's Collar - Return to Xsao Lann,FALSE
lostpetquestcompleted0805,,Verified,Verified,Lost Pet,https://acportalstorm.com/wiki/Lost_Pet,Turn in Darling's Collar. In Fort Tethana.,Fort Tethana 1.5N 71.6W - Speak with Xsao Lann - Creepy Canyons 4.6N 89.5W - Kill Darling and loot Darling's Collar - Return to Xsao Lann,TRUE
LotusPlucked,Conquest,Verified,,Lotus,,,,FALSE
lownestkiller,,,,Olthoi Invasion,https://acportalstorm.com/wiki/Olthoi_Invasion,Player assisted in killing a newbie nest. Find/use Exit To Surface.,Kill Olthoi Matron Nymphs on the landscape for Nests 1-3 at 9.6N 52.0E and 10.3S 12.2E and 48.7S 80.0E - kill Olthoi Matrons for Nests 4-6 at 36.6S 12.2E and 6.4S 27.0E and 8.8N 17.4E - kill Adolescent Olthoi Matrons for Nests 7-11 at 86.0S 47.1E and 66.2N 9.6E and 86.5S 8.0W and 25.5N 27.8W and 8.0S 73.0W,FALSE
loyaltokahiri,,Verified,Verified,Luminance Augmentation,https://acportalstorm.com/wiki/Luminance_Augmentation,LoyalToKahiri. See Shade of Lady Adja; Lord Tyragar; Font of Enlightenment and Rebirth (among others).,LoyalToKahiri. See Shade of Lady Adja - Lord Tyragar - Font of Enlightenment and Rebirth (among others).,FALSE
loyaltoliamofgelid,,Verified,,Luminance Augmentation,https://acportalstorm.com/wiki/Luminance_Augmentation,LoyalToLiamOfGelid. See Ka'hiri; Font of Enlightenment and Rebirth; Lord Tyragar (among others).,LoyalToLiamOfGelid. See Ka'hiri - Font of Enlightenment and Rebirth - Lord Tyragar (among others).,FALSE
loyaltolordtyragar,,Verified,,Nalicana's Test,https://acportalstorm.com/wiki/Nalicana's_Test,One of the Specialized Luminance NPCs.,Speak with Nalicana at Asheron's Castle - Stonehold to Wisp Lake Cottages portal at 69.7N 20.2W - Gurog Ice Cave 84.9N 7.1W - defeat Gurogs and obtain Entryway Key - proceed to Frozen Tomb - navigate maze hugging right wall - defeat Battle Lord Gregor - loot Battle Lord Gregor's Mnemosyne - return to Nalicana at Asheron's Castle,FALSE
loyaltoshadeofladyadja,,Verified,,Luminance Augmentation,https://acportalstorm.com/wiki/Luminance_Augmentation,LoyalToShadeOfLadyAdja. See Lord Tyragar; Font of Enlightenment and Rebirth; Liam of Gelid (among others).,LoyalToShadeOfLadyAdja. See Lord Tyragar - Font of Enlightenment and Rebirth - Liam of Gelid (among others).,FALSE
ltfight,Levistras,,Verified,LT Fight,,,,
lubziklanagreement,,Verified,Verified,Trade Alliance Quest,https://acportalstorm.com/wiki/Trade_Alliance_Quest,Flagged for Lubziklan Agreement quest. See Anton Sillezi.,Sanamar 71.9N 60.8W - Speak with Anton Sillezi - Yaraq 22.4S 1.9W - Speak with Lubziklan al-Luq - Drudge Hovel 23.7S 0.2W - Holtburg 42.1N 33.8E - Speak with Renald the Eldest - Drudge Cave 36.9N 35.1E - Shoushi 33.4S 73.3E - Speak with Gonjoku Den - Mossy Cave 34.1S 74.9E - Return to Anton Sillezi,FALSE
lugianassaultcompleted_0913,,Verified,Verified,Lugian Assault,https://acportalstorm.com/wiki/Lugian_Assault,See Commander Presk; Raksaa.,Speak with Raksaa at Encampment near Rynthid Infested Plains 61.6S 63.2W - Presk's Bunker 63.6S 66.3W - pull NW lever in room 1 - pull SW lever in room 2 - pull middle lever on north wall in room 3 - pull 2nd lever on south wall in room 4 - pull NW lever on north wall in room 5 - pull NE lever on east wall in room 6 - Presk's Treasury - defeat Captain Keeson and Lugian Guardians - loot Treasury Key - speak with Commander Presk - return to Raksaa,FALSE
LugianAssaultQalabar1,Conquest,Verified,,Lugian Assault on Qalabar,,,,FALSE
LugianAssaultQalabar2,Conquest,Verified,,Lugian Assault on Qalabar,,,,FALSE
LugianAssaultQalabar3,Conquest,Verified,,Lugian Assault on Qalabar,,,,FALSE
LugianAssaultQalabarParticipation,Conquest,Verified,,Lugian Assault on Qalabar,,,,FALSE
lugianassaultstarted_0913,,Verified,Verified,Lugian Assault,https://acportalstorm.com/wiki/Lugian_Assault,See Raksaa; Commander Presk.,Speak with Raksaa at Encampment near Rynthid Infested Plains 61.6S 63.2W - Presk's Bunker 63.6S 66.3W - pull NW lever in room 1 - pull SW lever in room 2 - pull middle lever on north wall in room 3 - pull 2nd lever on south wall in room 4 - pull NW lever on north wall in room 5 - pull NE lever on east wall in room 6 - Presk's Treasury - defeat Captain Keeson and Lugian Guardians - loot Treasury Key - speak with Commander Presk - return to Raksaa,FALSE
lugianbladeheart,,Verified,Verified,Arm; Mind; Heart Quest,https://acportalstorm.com/wiki/Arm%2C_Mind%2C_Heart_Quest,Lugian Blade of the Heart. In Linvak Tukal.,Linvak Tukal 76.7S 28.0E - Speak with Aurutis - Linvak Tukal Entryway 76.6S 28.1E - First Gotrok Raider Camp 80.8S 37.6E - Speak with Master Ulkas - Second Gotrok Raider Camp 87.2S 27.3E - Third Gotrok Raider Camp 67.9S 32.8E - Speak with Aurutis,TRUE
lugianclotharm,,Verified,,Arm; Mind; Heart Quest,https://acportalstorm.com/wiki/Arm%2C_Mind%2C_Heart_Quest,Lugian Cloth of the Arm. In Linvak Tukal.,Linvak Tukal 76.7S 28.0E - Speak with Aurutis - Linvak Tukal Entryway 76.6S 28.1E - First Gotrok Raider Camp 80.8S 37.6E - Speak with Master Ulkas - Second Gotrok Raider Camp 87.2S 27.3E - Third Gotrok Raider Camp 67.9S 32.8E - Speak with Aurutis,TRUE
lugianstaffmind,,Verified,,Arm; Mind; Heart Quest,https://acportalstorm.com/wiki/Arm%2C_Mind%2C_Heart_Quest,Lugian Staff of the Mind. Find/use Sceptre of the Mind. In Linvak Tukal.,Linvak Tukal 76.7S 28.0E - Speak with Aurutis - Linvak Tukal Entryway 76.6S 28.1E - First Gotrok Raider Camp 80.8S 37.6E - Speak with Master Ulkas - Second Gotrok Raider Camp 87.2S 27.3E - Third Gotrok Raider Camp 67.9S 32.8E - Speak with Aurutis,TRUE
lugiantreasuremapfound,Conquest,Verified,,Treasure Maps,,Lugian Treasure Map Found,Lugian Treasure Map Found,FALSE
lumaugskillquest,,Verified,Verified,XP Augmentation,https://acportalstorm.com/wiki/XP_Augmentation,Counter for Augmentation Skill Gem. See Nalicana.,Counter for Augmentation Skill Gem. See Nalicana.,TRUE
lunnumsdisappearancecompleted0106,,Verified,Verified,Lunnum's Disappearance,https://acportalstorm.com/wiki/Lunnum's_Disappearance,Track down the thief who took Lunnum. - Completed. See Fiun Gaya.,Eastwatch 89.1N 47.6W - Speak with Fiun Gaya - Thief's Encampment 90.4N 47.6W - Ruschk Camp 83.2N 54.6W - Speak with Ruschk Camp Leader - Al-Jalima 7.4N 4.6E - Speak with Janda Sulifiya - Sanamar 72.0N 61.1W - Speak with Fabian Strinjelli - Thrungal Den 79.4N 71.6W - Speak with Andrilos,TRUE
lunnumsdisappearancestarted0106,,Verified,,Lunnum's Disappearance,https://acportalstorm.com/wiki/Lunnum's_Disappearance,Flagging for start of quest. See Fiun Gaya.,Eastwatch 89.1N 47.6W - Speak with Fiun Gaya - Thief's Encampment 90.4N 47.6W - Ruschk Camp 83.2N 54.6W - Speak with Ruschk Camp Leader - Al-Jalima 7.4N 4.6E - Speak with Janda Sulifiya - Sanamar 72.0N 61.1W - Speak with Fabian Strinjelli - Thrungal Den 79.4N 71.6W - Speak with Andrilos,FALSE
lunnumspyrequestcompleted0805,,Verified,Verified,Lunnum's Pyre,https://acportalstorm.com/wiki/Lunnum's_Pyre,Lunnum's Pyre Timer. See Fiun Gaya.,Eastwatch 89.1N 47.6W - Speak with Fiun Gaya - Great Frost Tree 92.1N 42.2W - Abayar's Laboratory 92.1N 46.3W - Ruschk Fire 90.1N 51.6W - Speak with Fiun Gaya,TRUE
lunnumspyrequeststarted0805,,Verified,Verified,Lunnum's Pyre,https://acportalstorm.com/wiki/Lunnum's_Pyre,Flagging for start of quest. See Fiun Gaya.,Eastwatch 89.1N 47.6W - Speak with Fiun Gaya - Great Frost Tree 92.1N 42.2W - Abayar's Laboratory 92.1N 46.3W - Ruschk Fire 90.1N 51.6W - Speak with Fiun Gaya,FALSE
lunnumsreturncomplete1006,,Verified,Verified,Lunnum's Return,https://acportalstorm.com/wiki/Lunnum's_Return,Player has completed Lunnums Return. See Fiun Layeel.,Fiun Outpost 95.9N 56.8W - Speak with Fiun Layeel - Nuhmudira's Mansion 4.0S 36.0E - Nuhmudira's Dungeon 4.0S 36.0E - Temple Entrance 84.3N 24.7E - Kill Patrician Phaerix and Patrician Kilkitris - Kill Lunnum - Return to Fiun Outpost and Speak with Fiun Layeel,TRUE
lunnumsreturnstarted1006,,Verified,,Lunnum's Return,https://acportalstorm.com/wiki/Lunnum's_Return,Player has started Lunnums Return. See Fiun Layeel.,Fiun Outpost 95.9N 56.8W - Speak with Fiun Layeel - Nuhmudira's Mansion 4.0S 36.0E - Nuhmudira's Dungeon 4.0S 36.0E - Temple Entrance 84.3N 24.7E - Kill Patrician Phaerix and Patrician Kilkitris - Kill Lunnum - Return to Fiun Outpost and Speak with Fiun Layeel,FALSE
lurzasezzhereislairgiven,,Verified,Verified,Gateway to the Deep,https://acportalstorm.com/wiki/Gateway_to_the_Deep,Sezzherei's Lair given to Lurza. In Ayan Baqur.,Ayan Baqur 60.1S 87.7W - Speak with Shuthoth - Aerlinthe 87.3N 51.2E - Speak with Devastated Watcher - Devastated Falatacot Temple - Speak with Shemza - Gateway of Shemza 87.6S 4.4W - Speak with Lurza - Gateway of Lurza 87.6S 4.4W - Speak with Dmesne - Gateway of Dmesne 87.6S 4.4W - Speak with Rhujun - Speak with Flame Guardian - Abandoned Mines Mirror 38.6N 65.8W - Speak with Water Guardian - 70.3N 65.4E - Speak with Watcher of the Deep,FALSE
maceofhiranaith,,Verified,Verified,The Shadows of Bitter Winter,https://acportalstorm.com/wiki/The_Shadows_of_Bitter_Winter,Mace of Hiranaith pickup timer.,Cragstone 26.2N 46.3E - Speak with Shade of Farelaith 74.3N 58.6E - Temple of Stirring Shadows 74.3N 58.7E South Wing defeat Baranaith - Temple of Stirring Shadows North Wing defeat Korogaith - Temple of Stirring Shadows East Wing defeat Hiranaith - Speak with Edobar the Esoteric 26.0N 47.0E,TRUE
machinistparts,,Verified,,Machinist's Gloves Quest,https://acportalstorm.com/wiki/Machinist%27s_Gloves_Quest,BitField Stamp for Machinist Gloves quest parts. See Kaywin.,BitField Stamp for Machinist Gloves quest parts. See Kaywin.,TRUE
machinistpartscounter,,Verified,,Machinist's Gloves Quest,https://acportalstorm.com/wiki/Machinist's_Gloves_Quest,Number of alloy parts collected. See Kaywin.,Speak with Kaywin at Mar'uun - Filo's Doom 12.0N 62.2E - Empyrean Garrison 54.2S 81.8E - Bone Lair 29.4S 07.0E - Glenden Wood Dungeon 29.9N 26.4E - Tomb of the Dead 18.3S 09.3E - Saadia's Retreat 53.6S 76.6E - Enkindled Souls 49.4S 26.9E - Crypt of Ashen Tears 14.6N 03.5E - Thieves' Den 17.7N 65.0E - Smuggler's Hideaway 29.5S 91.4E - Mountain Keep 54.7N 32.9E - Dungeon of Tatters 62.2S 40.1E - Dungeon Nye 06.2N 34.4E - Old Mine 79.2S 27.0E - Crater Caves 66.7N 12.5E - Small Icecave 67.5N 50.3E - Lost Garden Ruins 65.8S 59.3E - Inner Dungeon 43.5N 43.4W - Mount Naipenset 05.6N 56.2W - Phyntos Menace 68.1N 20.1W - Return to Kaywin,TRUE
MacNiallBottle,Conquest,Verified,,MacNiall's Bottle,,,,FALSE
maddenedfiunheart,,Verified,Verified,Red Bull of Sanamar Quest,https://acportalstorm.com/wiki/Red_Bull_of_Sanamar_Quest,Red Bull of Sanamar Quest. Find/use Maddened Fiun Heart.,Sanamar 70.0N 62.5W - Speak with Grand Knight - Speak with Old Lascare 87.9N 55.4W - Cannibal Caverns 88.0N 58.5W - Kill Atavistic Fiun and Cannibal Fiun for Maddened Fiun Heart - Speak with Grand Knight 70.0N 62.5W,TRUE
mageacademykey,,Verified,Verified,The Mage Academy,https://acportalstorm.com/wiki/The_Mage_Academy,Mage Academy Coffin Key. Find/use Rytheran's Key.,Speak with Tazal al-Ashfai 6.1N 3.5E - Burial Temple 8.5N 6.0E - Mage Academy 74.7N 18.5E,TRUE
magicitemtraining1,,Verified,,Bleeargh's Gratitude,https://acportalstorm.com/wiki/Bleeargh's_Gratitude,You have been blessed by Bleeargh to learn item enchantment. See Bleeargh; Mosswart Swamp Lord; A Carved Mosswart Statue. In Yanshi.,Yanshi 12.1S 42.6E - Drudge Camp 30.8S 74.1E - Banderling Hovel 32.0S 72.8E - Mossy Cave 14.1S 46.0E - Dark Mosswart Hall 74.2S 83.6E - Umbral Hall 75.8S 83.1E - Watery Grotto 23.8S 47.2E - Speak with Bleeargh,FALSE
magicitemtraining2,,Verified,,Bleeargh's Gratitude,https://acportalstorm.com/wiki/Bleeargh's_Gratitude,You have been blessed by Bleeargh to learn item enchantment. See A Carved Mosswart Statue; Bleeargh; Mosswart Swamp Lord. In Yanshi.,Yanshi 12.1S 42.6E - Drudge Camp 30.8S 74.1E - Banderling Hovel 32.0S 72.8E - Mossy Cave 14.1S 46.0E - Dark Mosswart Hall 74.2S 83.6E - Umbral Hall 75.8S 83.1E - Watery Grotto 23.8S 47.2E - Speak with Bleeargh,FALSE
magicitemtraining3,,Verified,,Bleeargh's Gratitude,https://acportalstorm.com/wiki/Bleeargh's_Gratitude,You have been blessed by Bleeargh to learn item enchantment. See A Carved Mosswart Statue; Bleeargh; Mosswart Swamp Lord. In Yanshi.,Yanshi 12.1S 42.6E - Drudge Camp 30.8S 74.1E - Banderling Hovel 32.0S 72.8E - Mossy Cave 14.1S 46.0E - Dark Mosswart Hall 74.2S 83.6E - Umbral Hall 75.8S 83.1E - Watery Grotto 23.8S 47.2E - Speak with Bleeargh,FALSE
magicitemtraining4,,Verified,,Bleeargh's Gratitude,https://acportalstorm.com/wiki/Bleeargh's_Gratitude,You have been blessed by Bleeargh to learn item enchantment. See Bleeargh; Mosswart Swamp Lord; A Carved Mosswart Statue. In Yanshi.,Yanshi 12.1S 42.6E - Drudge Camp 30.8S 74.1E - Banderling Hovel 32.0S 72.8E - Mossy Cave 14.1S 46.0E - Dark Mosswart Hall 74.2S 83.6E - Umbral Hall 75.8S 83.1E - Watery Grotto 23.8S 47.2E - Speak with Bleeargh,FALSE
magicitemtraining5,,Verified,,Bleeargh's Gratitude,https://acportalstorm.com/wiki/Bleeargh's_Gratitude,You have been blessed by Bleeargh to learn item enchantment. See A Carved Mosswart Statue; Bleeargh; Mosswart Swamp Lord. In Yanshi.,Yanshi 12.1S 42.6E - Drudge Camp 30.8S 74.1E - Banderling Hovel 32.0S 72.8E - Mossy Cave 14.1S 46.0E - Dark Mosswart Hall 74.2S 83.6E - Umbral Hall 75.8S 83.1E - Watery Grotto 23.8S 47.2E - Speak with Bleeargh,FALSE
magicitemtraining6,,Verified,,Bleeargh's Gratitude,https://acportalstorm.com/wiki/Bleeargh's_Gratitude,You have been blessed by Bleeargh to learn item enchantment. See A Carved Mosswart Statue; Bleeargh; Mosswart Swamp Lord. In Yanshi.,Yanshi 12.1S 42.6E - Drudge Camp 30.8S 74.1E - Banderling Hovel 32.0S 72.8E - Mossy Cave 14.1S 46.0E - Dark Mosswart Hall 74.2S 83.6E - Umbral Hall 75.8S 83.1E - Watery Grotto 23.8S 47.2E - Speak with Bleeargh,FALSE
magmaexarchcooldown,,Verified,Verified,Magma Golem Exarch Kill Task,https://acportalstorm.com/wiki/Magma_Golem_Exarch_Kill_Task,Magma Golem Exarch Cooldown Timer. See Aun Autuorea. In Candeth Keep.,Candeth Keep 87.5S 67.0W - Speak with Aun Autuorea - Kill 5 Magma Golem Exarchs - Return to Aun Autuorea - Kill 5 more Magma Golem Exarchs - Return to Aun Autuorea,TRUE
magnificentbraceletpickuptimer,,Verified,Verified,Oswald's Dirk Quest,https://acportalstorm.com/wiki/Oswald's_Dirk_Quest,Pick up Magnificent Bracelet Wait timer.,Ayan Baqur 60.0S 87.8W - Speak with Aaminah - Sawato 28.5S 59.2E - Speak with Ro Bi-Jor Apprentice Tailor - Rithwic 10.7N 58.1E - Speak with Celcynd the Dour - Glenden Wood 32.1N 25.6E - Fir Tree 80.0N 45.5W - Trial of the Vagabond - Test of Cunning - Eagle's Sight - Bobo's Babysitter - Oswald's Room - Return to Aaminah,TRUE
maraefinalreward,,,Verified,Olthoi Queen Quest,https://acportalstorm.com/wiki/Olthoi_Queen_Quest,Give Aun Hareltah HeadOlthoiQueen. See Aun Maanuawa the Armorer; Aun Laranawa the Barkeep; Aun Taguauri the Healer (among others).,Marescent Plateau 50.1N 80.4W - East Fork Dam Hive 48.5N 76.4W - North Fork Dam Hive 51.4N 76.0W - Olthoi Dam Structure 48.8N 80.6W - Ring 1 53.0N 73.3W - Ring 2 49.2N 74.6W - Ring 3 46.5N 75.8W - Ring 4 44.7N 80.9W - Ring 5 50.1N 80.4W - Mount Elyrii Hive 48.5N 81.7W - Royal Hive - Timaru,FALSE
marauderlaircomplete,,Verified,Verified,Marauder's Lair Quest,https://acportalstorm.com/wiki/Marauder's_Lair_Quest,Marauder Lair Complete. See Mekhmet.,Speak with Grand Mother 87.4N 70.5W in Silyun - Marauder's Lair 83.9N 66.4W kill Marauder loot Marauder's Jaw - return to Grand Mother 87.4N 70.5W in Silyun,FALSE
maraudersjaw,,Verified,Verified,Marauder's Lair Quest,https://acportalstorm.com/wiki/Marauder's_Lair_Quest,Marauder's Lair Quest. Find/use Marauder's Jaw.,Speak with Grand Mother 87.4N 70.5W in Silyun - Marauder's Lair 83.9N 66.4W kill Marauder loot Marauder's Jaw - return to Grand Mother 87.4N 70.5W in Silyun,FALSE
marcustalkweek1,,Verified,Verified,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,Talk to marcus in first Resonant portal.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
marcuswarned,,Verified,,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,Click yes hen asked.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
margultreasuremapfound,Conquest,Verified,,Treasure Maps,,Margul Treasure Map Found,Margul Treasure Map Found,FALSE
marionettetreasuremapfound,Conquest,Verified,,Treasure Maps,,Marionette Treasure Map Found,Marionette Treasure Map Found,FALSE
markoftheoverlord_pickup,,Verified,Verified,Overlord's Sword Quest,https://acportalstorm.com/wiki/Overlord's_Sword_Quest,Picked up Mark of the Overlord. Find/use Lieutenant Rothe.,Dryreach 8.1S 74.5E - Speak with Tumerok Priest - Tumerok Stronghold 40.0S 54.9W - Tumerok Fort 42.0S 56.2W - Tumerok Mine 7.9N 61.3W - Tumerok Fort 34.2S 49.8W - Cave 47.8S 83.7W - Tumerok Fort 51.1S 82.0W - Tumerok Fortress 12.3N 73.7W,TRUE
marriagecompleted,,,Verified,Wedding Trials,https://acportalstorm.com/wiki/Wedding_Trials,Player has been married. See Grand Sentinel Muroba; Grand Sentinel Tretia; Grand Sentinel Ehcac.,Arwic - Wedding Trials Dungeon 32.8N 55.2E - complete trials to obtain Symbol of Marriage - Speak with Grand Sentinel Ehcac at Ithaenc Wedding Site 82.0S 94.8E or Grand Sentinel Muroba at Wedding Hall or Grand Sentinel Tretia at Plateau Wedding Site 45.7N 43.3W - present Symbol of Marriage to complete ceremony,FALSE
marriagesymbolfriendship,,,Verified,Wedding Trials,https://acportalstorm.com/wiki/Wedding_Trials,Player has picked up the Symbol of Friendship.,Arwic - Wedding Trials Dungeon 32.8N 55.2E - complete trials to obtain Symbol of Marriage - Speak with Grand Sentinel Ehcac at Ithaenc Wedding Site 82.0S 94.8E or Grand Sentinel Muroba at Wedding Hall or Grand Sentinel Tretia at Plateau Wedding Site 45.7N 43.3W - present Symbol of Marriage to complete ceremony,FALSE
marriagesymbolhonor,,,Verified,Wedding Trials,https://acportalstorm.com/wiki/Wedding_Trials,Player has picked up the Symbol of Honor.,Arwic - Wedding Trials Dungeon 32.8N 55.2E - complete trials to obtain Symbol of Marriage - Speak with Grand Sentinel Ehcac at Ithaenc Wedding Site 82.0S 94.8E or Grand Sentinel Muroba at Wedding Hall or Grand Sentinel Tretia at Plateau Wedding Site 45.7N 43.3W - present Symbol of Marriage to complete ceremony,FALSE
marriagesymbollove,,,Verified,Wedding Trials,https://acportalstorm.com/wiki/Wedding_Trials,Player has picked up the Symbol of Love.,Arwic - Wedding Trials Dungeon 32.8N 55.2E - complete trials to obtain Symbol of Marriage - Speak with Grand Sentinel Ehcac at Ithaenc Wedding Site 82.0S 94.8E or Grand Sentinel Muroba at Wedding Hall or Grand Sentinel Tretia at Plateau Wedding Site 45.7N 43.3W - present Symbol of Marriage to complete ceremony,FALSE
martinemask,,Verified,Verified,Gaerlan's Citadel,https://acportalstorm.com/wiki/Gaerlan%27s_Citadel,Player has picked up the Mask. Find/use Martine's Mask. In Eastham.,Player has picked up the Mask. Find/use Martine's Mask. In Eastham.,TRUE
martinerobe,,Verified,Verified,Gaerlan's Citadel,https://acportalstorm.com/wiki/Gaerlan%27s_Citadel,Player has picked up the Robe. Find/use Martine's Robe. In Eastham.,Player has picked up the Robe. Find/use Martine's Robe. In Eastham.,TRUE
maruuninformer1,,Verified,,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,See Jean; Luc.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
maruuninformer2,,Verified,,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,See Jean; Luc.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
maruuninformer3,,Verified,,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,See Jean; Luc.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,FALSE
maruunscrappickup,,Verified,Verified,Portal Space Time Travel,https://acportalstorm.com/wiki/Portal_Space_Time_Travel,Pickup scrap in the perm res portal. In al arqas.,Al-Nosaj settlement portal 33.5S 13.1E - Speak with Wren the Curious - Speak with Marcus Manfried - Resonant Portal western Direlands - Speak with Jean - Speak with Luc - Arcanum Researcher capital heritage library - Speak with Ned the Clever Zaikhal - Speak with Kaywin - Resonant Portal 10.6S 17.1E,TRUE
